step	accuracy
94	0.6791604161262512
95	0.6798418760299683
96	0.6802507638931274
97	0.6805233955383301
98	0.6813411712646484
99	0.6820226311683655
100	0.681477427482605
101	0.6818863153457642
102	0.6817500591278076
103	0.6818863153457642
104	0.6818863153457642
105	0.6822952032089233
106	0.6831129789352417
107	0.6837944388389587
108	0.6842033267021179
109	0.6847485303878784
110	0.6851574182510376
111	0.6855663061141968
112	0.6852937340736389
113	0.6863840818405151
114	0.6870655417442322
115	0.6865203976631165
116	0.6870655417442322
117	0.6873381733894348
118	0.6880196332931519
119	0.6880196332931519
120	0.6882922053337097
121	0.688428521156311
122	0.6881559491157532
123	0.6885648369789124
124	0.6893825531005859
125	0.6893825531005859
126	0.6889736652374268
127	0.6889736652374268
128	0.6893825531005859
129	0.6902003288269043
130	0.6900640726089478
131	0.6904729604721069
132	0.6903366446495056
133	0.691154420375824
134	0.6919721961021423
135	0.6927899718284607
136	0.692926287651062
137	0.6934714317321777
138	0.6938803195953369
139	0.6940166354179382
140	0.6942892074584961
141	0.6946980953216553
142	0.6952432990074158
143	0.6955158710479736
144	0.6955158710479736
145	0.6961973309516907
146	0.6964699625968933
147	0.6968788504600525
148	0.6971514225006104
149	0.6976966261863708
150	0.6976966261863708
151	0.69810551404953
152	0.6989232897758484
153	0.6987869739532471
154	0.6994684338569641
155	0.6993321776390076
156	0.6998773217201233
157	0.7000136375427246
158	0.7006950974464417
159	0.700831413269043
160	0.7002862095832825
161	0.700831413269043
162	0.7009676694869995
163	0.7013765573501587
164	0.7016491889953613
165	0.70151287317276
166	0.70151287317276
167	0.7019217610359192
168	0.7017854452133179
169	0.7017854452133179
170	0.702194333076477
171	0.7023306488990784
172	0.7026032209396362
173	0.7027395367622375
174	0.7034209966659546
175	0.7034209966659546
176	0.7039662003517151
177	0.7043750882148743
178	0.7045114040374756
179	0.7043750882148743
180	0.7045114040374756
181	0.7043750882148743
182	0.7049202919006348
183	0.705329179763794
184	0.7057380676269531
185	0.7057380676269531
186	0.7062832117080688
187	0.7062832117080688
188	0.706010639667511
189	0.7064195275306702
190	0.7058743238449097
191	0.706692099571228
192	0.7069646716117859
193	0.7073735594749451
194	0.7076461911201477
195	0.7079187631607056
196	0.7087365388870239
197	0.7086002230644226
198	0.7088728547096252
199	0.7090091109275818
200	0.7090091109275818
201	0.7088728547096252
202	0.7083276510238647
203	0.7090091109275818
204	0.7091454267501831
205	0.7091454267501831
206	0.7099632024765015
207	0.7088728547096252
208	0.7095543146133423
209	0.7099632024765015
210	0.7099632024765015
211	0.7102357745170593
212	0.7103720903396606
213	0.7102357745170593
214	0.7103720903396606
215	0.7103720903396606
216	0.7106446623802185
217	0.7106446623802185
218	0.7099632024765015
219	0.7100995182991028
220	0.7103720903396606
221	0.7106446623802185
222	0.7106446623802185
223	0.7107809782028198
224	0.710508406162262
225	0.7107809782028198
226	0.7103720903396606
227	0.7106446623802185
228	0.711189866065979
229	0.711189866065979
230	0.7121439576148987
231	0.7133705615997314
232	0.7136431932449341
233	0.7140520811080933
234	0.7136431932449341
235	0.7143246531486511
236	0.7143246531486511
237	0.7140520811080933
238	0.7141883373260498
239	0.7143246531486511
240	0.714597225189209
241	0.7148698568344116
242	0.7148698568344116
243	0.7152787446975708
244	0.7152787446975708
245	0.7151424288749695
246	0.7151424288749695
247	0.7155513167381287
248	0.7154150009155273
249	0.7152787446975708
250	0.7154150009155273
251	0.7148698568344116
252	0.7154150009155273
253	0.7151424288749695
254	0.7155513167381287
255	0.7152787446975708
256	0.7154150009155273
257	0.7162327766418457
258	0.7159602046012878
259	0.7162327766418457
260	0.716369092464447
261	0.7165054082870483
262	0.7162327766418457
263	0.7160965204238892
264	0.7159602046012878
265	0.7167779803276062
266	0.7171868681907654
267	0.7174594402313232
268	0.7173231840133667
269	0.7181409001350403
270	0.7185497879981995
271	0.7182772159576416
272	0.7186861038208008
273	0.7188224196434021
274	0.7189586758613586
275	0.7192313075065613
276	0.71909499168396
277	0.719776451587677
278	0.719776451587677
279	0.7200490832328796
280	0.719776451587677
281	0.719776451587677
282	0.7203216552734375
283	0.7203216552734375
284	0.7205942273139954
285	0.720866858959198
286	0.7207305431365967
287	0.721548318862915
288	0.7214120030403137
289	0.7216846346855164
290	0.7220935225486755
291	0.7230475544929504
292	0.7225024104118347
293	0.7227749824523926
294	0.7227749824523926
295	0.7227749824523926
296	0.7233201861381531
297	0.7234564423561096
298	0.7235927581787109
299	0.7234564423561096
300	0.7237290740013123
301	0.724274218082428
302	0.7245467901229858
303	0.7244105339050293
304	0.7250919938087463
305	0.7253645658493042
306	0.7257734537124634
307	0.7256371974945068
308	0.7252283096313477
309	0.7259097695350647
310	0.7253645658493042
311	0.726046085357666
312	0.7265912294387817
313	0.7265912294387817
314	0.7267275452613831
315	0.7267275452613831
316	0.7264549732208252
317	0.7263186573982239
318	0.7270001173019409
319	0.7271364331245422
320	0.7275453209877014
321	0.7271364331245422
322	0.7272727489471436
323	0.7272727489471436
324	0.7274090051651001
325	0.7274090051651001
326	0.7279542088508606
327	0.7274090051651001
328	0.7278178930282593
329	0.7278178930282593
330	0.7279542088508606
331	0.728771984577179
332	0.7284994125366211
333	0.7282267808914185
334	0.7279542088508606
335	0.7279542088508606
336	0.7275453209877014
337	0.7280905246734619
338	0.7279542088508606
339	0.7283630967140198
340	0.7283630967140198
341	0.7283630967140198
342	0.728771984577179
343	0.728771984577179
344	0.7286356687545776
345	0.7289083003997803
346	0.7284994125366211
347	0.7283630967140198
348	0.7278178930282593
349	0.7284994125366211
350	0.7279542088508606
351	0.7280905246734619
352	0.7280905246734619
353	0.7276816368103027
354	0.7280905246734619
355	0.7278178930282593
356	0.7284994125366211
357	0.7284994125366211
358	0.7282267808914185
359	0.7280905246734619
360	0.7283630967140198
361	0.7280905246734619
362	0.7289083003997803
363	0.7289083003997803
364	0.728771984577179
365	0.7280905246734619
366	0.7286356687545776
367	0.7284994125366211
368	0.7283630967140198
369	0.7282267808914185
370	0.7290445566177368
371	0.7289083003997803
372	0.7284994125366211
373	0.7282267808914185
374	0.7284994125366211
375	0.728771984577179
376	0.7286356687545776
377	0.7290445566177368
378	0.728771984577179
379	0.7293171882629395
380	0.7293171882629395
381	0.7286356687545776
382	0.7286356687545776
383	0.7291808724403381
384	0.729453444480896
385	0.7304075360298157
386	0.7304075360298157
387	0.7309526801109314
388	0.7302712202072144
389	0.729453444480896
390	0.730134904384613
391	0.7298623323440552
392	0.7302712202072144
393	0.7314978837966919
394	0.7310889959335327
395	0.7305437922477722
396	0.7305437922477722
397	0.7304075360298157
398	0.7304075360298157
399	0.7302712202072144
400	0.7308164238929749
401	0.7314978837966919
402	0.7313615679740906
403	0.7313615679740906
404	0.7309526801109314
405	0.7309526801109314
406	0.7308164238929749
407	0.7306801080703735
408	0.7310889959335327
409	0.7308164238929749
410	0.7306801080703735
411	0.7304075360298157
412	0.730134904384613
413	0.7298623323440552
414	0.7295897603034973
415	0.7297260165214539
416	0.7299986481666565
417	0.7297260165214539
418	0.7302712202072144
419	0.7299986481666565
420	0.7302712202072144
421	0.7306801080703735
422	0.7305437922477722
423	0.7305437922477722
424	0.730134904384613
425	0.730134904384613
426	0.730134904384613
427	0.7299986481666565
428	0.7298623323440552
429	0.7293171882629395
430	0.730134904384613
431	0.7293171882629395
432	0.7297260165214539
433	0.7304075360298157
434	0.729453444480896
435	0.7295897603034973
436	0.7297260165214539
437	0.7289083003997803
438	0.7297260165214539
439	0.7298623323440552
440	0.730134904384613
441	0.730134904384613
442	0.7299986481666565
443	0.7298623323440552
444	0.730134904384613
445	0.730134904384613
446	0.7299986481666565
447	0.7298623323440552
448	0.730134904384613
449	0.730134904384613
450	0.7289083003997803
451	0.7293171882629395
452	0.7297260165214539
453	0.7295897603034973
454	0.7298623323440552
455	0.7289083003997803
456	0.7295897603034973
457	0.7293171882629395
458	0.730134904384613
459	0.7306801080703735
460	0.7305437922477722
461	0.7305437922477722
462	0.7299986481666565
463	0.7302712202072144
464	0.7302712202072144
465	0.7309526801109314
466	0.7308164238929749
467	0.7305437922477722
468	0.7304075360298157
469	0.730134904384613
470	0.7305437922477722
471	0.7297260165214539
472	0.7302712202072144
473	0.730134904384613
474	0.7298623323440552
475	0.7305437922477722
476	0.7305437922477722
477	0.7298623323440552
478	0.7309526801109314
479	0.7308164238929749
480	0.7305437922477722
481	0.730134904384613
482	0.7302712202072144
483	0.7302712202072144
484	0.730134904384613
485	0.7308164238929749
486	0.7305437922477722
487	0.7310889959335327
488	0.7306801080703735
489	0.7309526801109314
490	0.7309526801109314
491	0.7309526801109314
492	0.7304075360298157
493	0.7309526801109314
494	0.730134904384613
495	0.7305437922477722
496	0.7317704558372498
497	0.7319067716598511
498	0.7314978837966919
499	0.7309526801109314
500	0.7305437922477722
501	0.7314978837966919
